holdout_control,holdout_endo,holdout_exo,triplet_seed,center,cfg_tag,base_cfg_path,generated_cfg_path,run_id,run_dir,n_holdout_rows
mk2a,mend3,mexo3,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_040112_p2lk_1500_ramannet_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040112_p2lk_1500_ramannet_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,30
mk2a,mend3,mexo3,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_040205_p2lk_2900_trpatch8_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040205_p2lk_2900_trpatch8_ss11__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,30
mk2a,mend3,mexo3,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_040304_p2lk_2900_trpatch8_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040304_p2lk_2900_trpatch8_ss22__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,30
mk2a,mend3,mexo3,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_040413_p2lk_2900_trpatch8_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040413_p2lk_2900_trpatch8_ss33__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,30
mk2a,mend3,mexo3,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_040522_p2lk_2900_trpatch8_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040522_p2lk_2900_trpatch8_ss42__h1ta_c-mk2a__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,30
mk2b,mend1,mexo2a,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_040544_p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040544_p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,30
mk2b,mend1,mexo2a,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_040604_p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040604_p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,30
mk2b,mend1,mexo2a,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_040624_p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040624_p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,30
mk2b,mend1,mexo2a,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_040642_p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040642_p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,30
mk2b,mend1,mexo2a,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_040745_p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040745_p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,30
mk2b,mend1,mexo2a,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_040842_p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040842_p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,30
mk2b,mend1,mexo2a,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_040940_p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_040940_p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m03_p2lk_2900_trpatch8_ss33__2900,30
mk2b,mend1,mexo2a,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_041041_p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041041_p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend1__x-mexo2a_s42__m04_p2lk_2900_trpatch8_ss42__2900,30
mk2b,mend2a,mexo2b,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_041103_p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041103_p2lk_1500_ramannet_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_1500_ramannet_ss11__1500,36
mk2b,mend2a,mexo2b,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_041125_p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041125_p2lk_1500_ramannet_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_1500_ramannet_ss22__1500,36
mk2b,mend2a,mexo2b,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_041143_p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041143_p2lk_1500_ramannet_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_1500_ramannet_ss33__1500,36
mk2b,mend2a,mexo2b,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_041201_p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041201_p2lk_1500_ramannet_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,36
mk2b,mend2a,mexo2b,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_041318_p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041318_p2lk_2900_trpatch8_ss11__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,36
mk2b,mend2a,mexo2b,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_041409_p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041409_p2lk_2900_trpatch8_ss22__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,36
mk2b,mend2a,mexo2b,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_041511_p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041511_p2lk_2900_trpatch8_ss33__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,36
mk2b,mend2a,mexo2b,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_041606_p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041606_p2lk_2900_trpatch8_ss42__h1ta_c-mk2b__e-mend2a__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,36
mk3,mend2a,mexo1,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_041628_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041628_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend2a,mexo1,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_041649_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041649_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend2a,mexo1,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_041709_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041709_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend2a,mexo1,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_041729_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041729_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend2a,mexo1,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_041836_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041836_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend2a,mexo1,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_041946_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_041946_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend2a,mexo1,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_042037_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042037_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend2a,mexo1,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_042137_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042137_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
mk3,mend2a,mexo2a,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_042200_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042200_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_1500_ramannet_ss11__1500,34
mk3,mend2a,mexo2a,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_042223_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042223_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_1500_ramannet_ss22__1500,34
mk3,mend2a,mexo2a,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_042245_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042245_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m03_p2lk_1500_ramannet_ss33__1500,34
mk3,mend2a,mexo2a,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_042307_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042307_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m04_p2lk_1500_ramannet_ss42__1500,34
mk3,mend2a,mexo2a,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_042404_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042404_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m01_p2lk_2900_trpatch8_ss11__2900,34
mk3,mend2a,mexo2a,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_042518_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_confirm12_20260307/train_runs/20260307_042518_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo2a_s42__m02_p2lk_2900_trpatch8_ss22__2900,34
