holdout_control,holdout_endo,holdout_exo,triplet_seed,center,cfg_tag,base_cfg_path,generated_cfg_path,run_id,run_dir,n_holdout_rows
mk3,mend1,mexo2b,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_014628_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_014628_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend1,mexo2b,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_014718_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_014718_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend1,mexo2b,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_014812_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_014812_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend1,mexo2b,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_014908_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_014908_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend1,mexo2b,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_015011_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015011_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend1__x-mexo2b_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
mk3,mend2a,mexo1,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_015035_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015035_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend2a,mexo1,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_015057_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015057_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend2a,mexo1,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_015118_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015118_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend2a,mexo1,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_015139_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015139_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend2a,mexo1,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_015240_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015240_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend2a,mexo1,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_015347_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015347_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend2a,mexo1,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_015458_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015458_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend2a,mexo1,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_015606_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015606_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2a__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
mk3,mend2b,mexo1,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_015635_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015635_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend2b,mexo1,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_015700_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015700_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend2b,mexo1,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_015725_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015725_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend2b,mexo1,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_015746_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015746_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend2b,mexo1,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_015849_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015849_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend2b,mexo1,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_015941_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_015941_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend2b,mexo1,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_020030_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020030_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend2b,mexo1,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_020139_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020139_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend2b__x-mexo1_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
mk3,mend3,mexo3,42,1500,m01_p2lk_1500_ramannet_ss11,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500.yaml,20260307_020202_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020202_p2lk_1500_ramannet_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_1500_ramannet_ss11__1500,28
mk3,mend3,mexo3,42,1500,m02_p2lk_1500_ramannet_ss22,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500.yaml,20260307_020223_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020223_p2lk_1500_ramannet_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_1500_ramannet_ss22__1500,28
mk3,mend3,mexo3,42,1500,m03_p2lk_1500_ramannet_ss33,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500.yaml,20260307_020242_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020242_p2lk_1500_ramannet_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_1500_ramannet_ss33__1500,28
mk3,mend3,mexo3,42,1500,m04_p2lk_1500_ramannet_ss42,configs/experiment/p2_locked_holdout/p2lk_1500_ramannet_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500.yaml,20260307_020301_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020301_p2lk_1500_ramannet_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_1500_ramannet_ss42__1500,28
mk3,mend3,mexo3,42,2900,m01_p2lk_2900_trpatch8_ss11,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss11.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900.yaml,20260307_020349_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020349_p2lk_2900_trpatch8_ss11__h1ta_c-mk3__e-mend3__x-mexo3_s42__m01_p2lk_2900_trpatch8_ss11__2900,28
mk3,mend3,mexo3,42,2900,m02_p2lk_2900_trpatch8_ss22,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss22.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900.yaml,20260307_020451_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020451_p2lk_2900_trpatch8_ss22__h1ta_c-mk3__e-mend3__x-mexo3_s42__m02_p2lk_2900_trpatch8_ss22__2900,28
mk3,mend3,mexo3,42,2900,m03_p2lk_2900_trpatch8_ss33,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss33.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900.yaml,20260307_020559_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020559_p2lk_2900_trpatch8_ss33__h1ta_c-mk3__e-mend3__x-mexo3_s42__m03_p2lk_2900_trpatch8_ss33__2900,28
mk3,mend3,mexo3,42,2900,m04_p2lk_2900_trpatch8_ss42,configs/experiment/p2_locked_holdout/p2lk_2900_trpatch8_ss42.yaml,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/tmp_configs/p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900.yaml,20260307_020705_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,runs/analysis/hyp_v2_h1_train_aware_p2_finalcheck_20260307/train_runs/20260307_020705_p2lk_2900_trpatch8_ss42__h1ta_c-mk3__e-mend3__x-mexo3_s42__m04_p2lk_2900_trpatch8_ss42__2900,28
